CustomerID,Recency_Days,Frequency,Monetary_NetSales,GrossSales,ReturnsValue,ReturnRate,CohortMonth,R_Score,F_Score,M_Score,RFM_Score_String,RFM_Segment
16218.0,29.6,13,4343.6,4439.97,96.37,0.0217,2010-05,4,5,4,454,Champions
18077.0,8.4,18,4338.56,4338.56,0,0,2009-12,5,5,4,554,Champions
12917.0,128.3,6,4329.5,4359.2,29.7,0.0068,2009-12,3,4,4,344,Loyal Customers
16241.0,9.5,16,4329.31,4329.31,0,0,2010-10,5,5,4,554,Champions
16072.0,288.4,4,4328.89,4328.89,0,0,2010-06,3,3,4,334,Loyal Customers
17372.0,40.5,28,4325.43,4377.56,52.13,0.0119,2009-12,4,5,4,454,Champions
14277.0,15.4,9,4324.47,17225.81,12901.34,0.749,2009-12,5,5,4,554,Margin Drainers
14685.0,576.5,8,4324.31,4619.79,295.48,0.064,2009-12,2,5,4,254,At-Risk
15708.0,40.5,9,4323.98,4378.72,54.74,0.0125,2010-10,4,5,4,454,Champions
12370.0,51.4,7,4320.31,4320.31,0,0,2010-02,4,4,4,444,Champions
16477.0,63.6,11,4320.02,4320.02,0,0,2010-08,4,5,4,454,Champions
18259.0,24.5,7,4318.2,4318.2,0,0,2009-12,4,4,4,444,Champions
15240.0,44.6,12,4315,4459.98,144.98,0.0325,2009-12,4,5,4,454,Champions
16283.0,5.5,8,4311.37,4403.82,92.45,0.021,2010-02,5,5,4,554,Champions
16455.0,63.5,11,4306.72,4384.37,77.65,0.0177,2010-03,4,5,4,454,Champions
12928.0,35.4,12,4304.89,4304.89,0,0,2010-06,4,5,4,454,Champions
14854.0,78.3,11,4302.17,4322.86,20.69,0.0048,2010-01,4,5,4,454,Champions
14211.0,53.4,18,4301.69,4402.29,100.6,0.0229,2009-12,4,5,4,454,Champions
17937.0,8.5,7,4301.22,4301.22,0,0,2010-12,5,4,4,544,Champions
14334.0,16.6,12,4292.98,4318.48,25.5,0.0059,2010-05,5,5,4,554,Champions
12454.0,56.3,5,4292.71,16679.78,12387.07,0.7426,2010-10,4,4,4,444,Margin Drainers
13505.0,72.5,4,4282.88,4393.63,110.75,0.0252,2011-04,4,3,4,434,Loyal Customers
15493.0,32.5,9,4280.43,4314.98,34.55,0.008,2010-02,4,5,4,454,Champions
12408.0,32.5,8,4279.64,4340.77,61.13,0.0141,2010-07,4,5,4,454,Champions
15845.0,17.6,11,4273.65,4426.28,152.63,0.0345,2010-01,5,5,4,554,Champions
16712.0,9.4,13,4266.99,4266.99,0,0,2010-11,5,5,4,554,Champions
16118.0,652.6,1,4255.43,4376.25,120.82,0.0276,2010-02,1,1,4,114,Lost
17930.0,35.6,13,4242.92,4275.22,32.3,0.0076,2010-03,4,5,4,454,Champions
18079.0,45.4,5,4242.75,4242.75,0,0,2010-08,4,4,4,444,Champions
12757.0,15.5,13,4227.7,7857.1,3629.4,0.4619,2011-05,5,5,4,554,Champions
12523.0,19.5,23,4220.85,4372.15,151.3,0.0346,2009-12,5,5,4,554,Champions
15861.0,12.3,12,4217.99,4401.79,183.8,0.0418,2010-01,5,5,4,554,Champions
17673.0,1.5,13,4216.33,4233.58,17.25,0.0041,2010-03,5,5,4,554,Champions
12360.0,52.4,8,4212.89,4252.89,40,0.0094,2010-02,4,5,4,454,Champions
14290.0,11.4,8,4208.93,4516.56,307.63,0.0681,2009-12,5,5,4,554,Champions
16743.0,29.4,14,4207.01,4253.26,46.25,0.0109,2010-04,4,5,4,454,Champions
14239.0,43.4,21,4203.72,4263.17,59.45,0.0139,2009-12,4,5,4,454,Champions
13911.0,57.3,20,4200.04,4234.99,34.95,0.0083,2010-03,4,5,4,454,Champions
15752.0,39.5,9,4199.09,4207.54,8.45,0.002,2010-09,4,5,4,454,Champions
17218.0,4.4,18,4192.68,4192.68,0,0,2010-01,5,5,4,554,Champions
14482.0,18.4,12,4192.25,4357.91,165.66,0.038,2010-08,5,5,4,554,Champions
18230.0,9.4,9,4190.71,4291.06,100.35,0.0234,2010-07,5,5,4,554,Champions
12935.0,2.3,15,4182.01,4243.86,61.85,0.0146,2010-04,5,5,4,554,Champions
18287.0,42.6,7,4177.89,4182.99,5.1,0.0012,2010-05,4,4,4,444,Champions
15633.0,509.4,13,4173.41,4352.46,179.05,0.0411,2009-12,2,5,4,254,At-Risk
14868.0,3.4,12,4170.06,4184.01,13.95,0.0033,2010-10,5,5,4,554,Champions
12653.0,148.6,3,4160.83,4160.83,0,0,2010-07,3,3,4,334,Loyal Customers
14047.0,8.5,14,4158.73,4255.03,96.3,0.0226,2010-02,5,5,4,554,Champions
0.0613,2455636.1,1,4158,4158,0,0,-4712-08,1,1,4,114,Lost
16150.0,42.5,10,4154.69,4395.59,240.9,0.0548,2009-12,4,5,4,454,Champions
16209.0,88.5,9,4146.78,4146.78,0,0,2010-06,3,5,4,354,Loyal Customers
17738.0,19.4,13,4145.36,4183.56,38.2,0.0091,2010-03,5,5,4,554,Champions
15050.0,25.3,5,4138.87,4193.79,54.92,0.0131,2010-08,4,4,4,444,Champions
13461.0,38.6,6,4138.5,4160,21.5,0.0052,2010-04,4,4,4,444,Champions
12422.0,95.6,17,4119.35,5231.8,1112.45,0.2126,2009-12,3,5,4,354,Loyal Customers
13450.0,26.5,13,4117.54,4120.04,2.5,0.0006,2010-04,4,5,4,454,Champions
14408.0,10.5,11,4109.77,4109.77,0,0,2009-12,5,5,4,554,Champions
12536.0,43.4,3,4106.82,12601.83,8495.01,0.6741,2011-10,4,3,4,434,Margin Drainers
15518.0,64.5,15,4103.78,4218.94,115.16,0.0273,2009-12,4,5,4,454,Champions
17287.0,26.4,21,4095.71,4111.96,16.25,0.004,2009-12,4,5,4,454,Champions
17646.0,219.4,12,4094.16,4149.79,55.63,0.0134,2009-12,3,5,4,354,Loyal Customers
14566.0,110.5,4,4092,4092,0,0,2010-06,3,3,4,334,Loyal Customers
13421.0,40.4,8,4088.82,4103.12,14.3,0.0035,2010-02,4,5,4,454,Champions
18194.0,82.4,6,4084.2,4162.04,77.84,0.0187,2010-01,3,4,4,344,Loyal Customers
15024.0,9.5,16,4075.51,4075.51,0,0,2010-10,5,5,4,554,Champions
14913.0,35.6,8,4073.13,4073.13,0,0,2010-08,4,5,4,454,Champions
14740.0,197.2,11,4068.86,4161.06,92.2,0.0222,2010-02,3,5,4,354,Loyal Customers
15572.0,4.6,10,4068.67,4068.67,0,0,2010-04,5,5,4,554,Champions
12876.0,57.5,4,4068.59,4081.79,13.2,0.0032,2010-04,4,3,4,434,Loyal Customers
12371.0,44.6,5,4067.38,4067.38,0,0,2010-03,4,4,4,444,Champions
12569.0,2.3,32,4064.99,4124.69,59.7,0.0145,2011-04,5,5,4,554,Champions
16875.0,67.4,11,4053.2,4234.53,181.33,0.0428,2010-01,4,5,4,454,Champions
15571.0,11.6,14,4051.63,4051.63,0,0,2009-12,5,5,4,554,Champions
17618.0,5.5,11,4047.94,4073.24,25.3,0.0062,2010-01,5,5,4,554,Champions
13048.0,14.4,9,4035.16,4084.21,49.05,0.012,2010-01,5,5,4,554,Champions
17083.0,109.3,9,4035.08,4049.79,14.71,0.0036,2010-02,3,5,4,354,Loyal Customers
16571.0,26.5,10,4025.05,4248.74,223.69,0.0526,2010-03,4,5,4,454,Champions
15665.0,168.4,5,4015.12,4015.12,0,0,2010-03,3,4,4,344,Loyal Customers
12726.0,28.4,11,4014.6,4014.6,0,0,2010-03,4,5,4,454,Champions
12840.0,143.6,7,4013.87,4041.97,28.1,0.007,2010-02,3,4,4,344,Loyal Customers
17211.0,26.5,13,4002.1,4046.65,44.55,0.011,2009-12,4,5,4,454,Champions
16928.0,80.4,29,3993.58,4113.23,119.65,0.0291,2010-02,3,5,4,354,Loyal Customers
0.0493,2455613.3,1,3988.8,3988.8,0,0,-4712-09,1,1,4,114,Lost
14547.0,3.5,8,3986.74,4007.54,20.8,0.0052,2011-10,5,5,4,554,Champions
15782.0,9.5,4,3985.65,4014.1,28.45,0.0071,2010-10,5,3,4,534,Loyal Customers
13542.0,376.5,17,3970.77,4006.17,35.4,0.0088,2009-12,2,5,4,254,At-Risk
14025.0,464.6,8,3969.1,4057.9,88.8,0.0219,2010-05,2,5,4,254,At-Risk
16771.0,33.4,10,3967.6,3967.6,0,0,2009-12,4,5,4,454,Champions
16732.0,31.6,4,3966.79,4387.64,420.85,0.0959,2009-12,4,3,4,434,Loyal Customers
15983.0,22.3,8,3958.82,3958.82,0,0,2009-12,5,5,4,554,Champions
0.1472,2455727.6,1,3954.69,3954.69,0,0,-4712-05,1,1,4,114,Lost
14824.0,10.4,10,3952.51,4022.91,70.4,0.0175,2010-03,5,5,4,554,Champions
17019.0,11.5,11,3951.5,4012.2,60.7,0.0151,2009-12,5,5,4,554,Champions
16791.0,29.2,15,3946.12,4038.69,92.57,0.0229,2009-12,4,5,4,454,Champions
14465.0,246.5,11,3946.03,3946.03,0,0,2010-01,3,5,4,354,Loyal Customers
13895.0,28.3,6,3923.62,4008.52,84.9,0.0212,2009-12,4,4,4,444,Champions
15051.0,23.3,9,3920.16,3935.16,15,0.0038,2009-12,5,5,4,554,Champions
15858.0,15.5,13,3917.87,3960.37,42.5,0.0107,2009-12,5,5,4,554,Champions
15819.0,49.4,10,3911.28,3934.79,23.51,0.006,2010-03,4,5,4,454,Champions
14498.0,42.5,10,3911.27,3911.27,0,0,2010-06,4,5,4,454,Champions
12721.0,31.5,8,3906.68,4013.08,106.4,0.0265,2010-08,4,5,4,454,Champions
13126.0,4.6,13,3902.47,3998.25,95.78,0.024,2010-03,5,5,4,554,Champions
12388.0,15.5,8,3901.11,3901.11,0,0,2010-05,5,5,4,554,Champions
14817.0,200.4,7,3889.21,3959.86,70.65,0.0178,2010-03,3,4,4,344,Loyal Customers
12358.0,1.6,5,3887.07,3887.07,0,0,2009-12,5,4,4,544,Champions
17667.0,66.4,9,3883.8,3950.7,66.9,0.0169,2010-02,4,5,4,454,Champions
15288.0,43.3,10,3883.13,3883.13,0,0,2010-02,4,5,4,454,Champions
15067.0,78.4,5,3865.13,3877.88,12.75,0.0033,2010-04,4,4,4,444,Champions
18073.0,114.4,12,3864.44,3877.52,13.08,0.0034,2011-05,3,5,4,354,Loyal Customers
17728.0,3.6,5,3861.13,4238.76,377.63,0.0891,2010-09,5,4,4,544,Champions
15195.0,2.5,1,3861,3861,0,0,2011-12,5,1,4,514,New Customers
16440.0,7.5,6,3856.97,3856.97,0,0,2010-08,5,4,4,544,Champions
15804.0,0.5,13,3848.55,4206.39,357.84,0.0851,2011-05,5,5,4,554,Champions
14532.0,236.5,11,3846.43,3859.18,12.75,0.0033,2010-01,3,5,4,354,Loyal Customers
0.1503,2455731.5,1,3844.05,3844.05,0,0,-4712-05,1,1,4,114,Lost
15811.0,22.4,7,3843.22,3890.52,47.3,0.0122,2010-11,5,4,4,544,Champions
13037.0,138.3,12,3842.55,3914.95,72.4,0.0185,2009-12,3,5,4,354,Loyal Customers
16841.0,36.5,12,3841.16,4006.06,164.9,0.0412,2010-01,4,5,4,454,Champions
12967.0,358.2,3,3840.77,4306.92,466.15,0.1082,2010-11,2,3,4,234,At-Risk
13357.0,257.4,5,3838.36,3838.36,0,0,2010-03,3,4,4,344,Loyal Customers
16546.0,290.5,5,3837.36,5606.47,1769.11,0.3155,2010-09,3,4,4,344,Loyal Customers
13995.0,15.4,14,3836.26,3902.01,65.75,0.0169,2009-12,5,5,4,554,Champions
0.1438,2455728.9,1,3835.4,3835.4,0,0,-4712-05,1,1,4,114,Lost
13213.0,56.5,11,3834.62,3851.52,16.9,0.0044,2010-05,4,5,4,454,Champions
14565.0,95.6,5,3833.87,3859.22,25.35,0.0066,2010-08,3,4,4,344,Loyal Customers
16341.0,24.6,7,3832.29,3850.79,18.5,0.0048,2010-04,4,4,4,444,Champions
17954.0,5.4,19,3831.56,3966.05,134.49,0.0339,2009-12,5,5,4,554,Champions
14655.0,8.3,7,3829.23,3878.51,49.28,0.0127,2010-04,5,4,4,544,Champions
16719.0,14.6,14,3828.55,3973.3,144.75,0.0364,2009-12,5,5,4,554,Champions
0.131,2455721.9,1,3823.95,3823.95,0,0,-4712-05,1,1,4,114,Lost
14744.0,16.5,14,3821.02,3885.08,64.06,0.0165,2010-05,5,5,4,554,Champions
14878.0,12.5,25,3812.22,4105.24,293.02,0.0714,2010-02,5,5,4,554,Champions
15421.0,58.6,10,3805.34,3805.34,0,0,2009-12,4,5,4,454,Champions
16636.0,438.4,4,3802.04,3802.04,0,0,2010-03,2,3,4,234,At-Risk
13481.0,45.6,11,3798.84,3830.84,32,0.0084,2009-12,4,5,4,454,Champions
14540.0,9.6,11,3785.44,3795.34,9.9,0.0026,2009-12,5,5,4,554,Champions
17659.0,17.4,14,3784.13,3834.79,50.66,0.0132,2010-11,5,5,4,554,Champions
17293.0,8.4,17,3774.23,3774.23,0,0,2009-12,5,5,4,554,Champions
15494.0,21.4,5,3770.95,3780.05,9.1,0.0024,2009-12,5,4,4,544,Champions
17553.0,129.6,4,3757.6,3757.6,0,0,2010-04,3,3,4,334,Loyal Customers
15696.0,33.4,13,3757.47,3906.57,149.1,0.0382,2010-01,4,5,4,454,Champions
17173.0,5.4,8,3755.65,3766.6,10.95,0.0029,2011-07,5,5,4,554,Champions
13305.0,4.4,16,3754.71,3754.71,0,0,2010-03,5,5,4,554,Champions
14649.0,4.5,9,3754.16,3775.31,21.15,0.0056,2010-01,5,5,4,554,Champions
12670.0,10.4,7,3750.39,3760.29,9.9,0.0026,2010-02,5,4,4,544,Champions
16128.0,17.5,11,3748.4,3801.05,52.65,0.0139,2010-07,5,5,4,554,Champions
14309.0,8.4,11,3747.96,3780.81,32.85,0.0087,2010-06,5,5,4,554,Champions
15704.0,140.4,6,3744.18,3817.96,73.78,0.0193,2010-05,3,4,4,344,Loyal Customers
17071.0,28.3,13,3738.45,3801.2,62.75,0.0165,2010-01,4,5,4,454,Champions
16539.0,2.6,10,3732.01,3732.01,0,0,2010-06,5,5,4,554,Champions
12853.0,134.5,11,3728.5,3907.5,179,0.0458,2010-02,3,5,4,354,Loyal Customers
16950.0,56.6,10,3725.19,3784.37,59.18,0.0156,2010-01,4,5,4,454,Champions
12502.0,95.5,5,3723.87,3723.87,0,0,2011-02,3,4,4,344,Loyal Customers
0.0789,2455678.6,1,3723.2,3723.2,0,0,-4712-07,1,1,4,114,Lost
0.2124,2455755.8,1,3720.6,3720.6,0,0,-4712-04,1,1,4,114,Lost
14515.0,17.5,12,3718.9,3749.26,30.36,0.0081,2010-06,5,5,4,554,Champions
14364.0,108.5,8,3717.35,3717.35,0,0,2011-05,3,5,4,354,Loyal Customers
16466.0,33.5,15,3713.59,3838.59,125,0.0326,2010-03,4,5,4,454,Champions
15370.0,40.5,8,3713.51,3739.01,25.5,0.0068,2010-10,4,5,4,454,Champions
12737.0,498.5,2,3710.5,3710.5,0,0,2010-07,2,2,4,224,Hibernating
15532.0,25.4,10,3708.05,3771.9,63.85,0.0169,2010-06,4,5,4,454,Champions
16983.0,12.5,11,3699.17,3710.22,11.05,0.003,2010-09,5,5,4,554,Champions
16240.0,24.4,2,3693.81,3718.8,24.99,0.0067,2011-09,4,2,4,424,Potential Loyalists
17096.0,15.4,11,3690.83,3759.18,68.35,0.0182,2010-06,5,5,4,554,Champions
12530.0,59.5,9,3689.86,3759.26,69.4,0.0185,2010-03,4,5,4,454,Champions
12510.0,142.6,9,3689.33,5178.02,1488.69,0.2875,2009-12,3,5,4,354,Loyal Customers
15079.0,212.5,11,3686.75,3767.35,80.6,0.0214,2009-12,3,5,4,354,Loyal Customers
12857.0,210.6,6,3684.25,3688,3.75,0.001,2010-01,3,4,4,344,Loyal Customers
12597.0,19.4,4,3683.13,3811.22,128.09,0.0336,2011-03,5,3,4,534,Loyal Customers
12872.0,326.5,12,3678.34,3685.49,7.15,0.0019,2009-12,2,5,4,254,At-Risk
17526.0,4.5,12,3676.84,4166.04,489.2,0.1174,2009-12,5,5,4,554,Champions
0.2751,2455769.2,1,3675,3675,0,0,-4712-04,1,1,4,114,Lost
15255.0,66.5,9,3670.77,3729.42,58.65,0.0157,2009-12,4,5,4,454,Champions
18168.0,176.2,16,3670.12,3770.27,100.15,0.0266,2009-12,3,5,4,354,Loyal Customers
16718.0,369.5,5,3647.53,3647.53,0,0,2009-12,2,4,4,244,At-Risk
12623.0,276.4,7,3639.84,3747.84,108,0.0288,2010-01,3,4,4,344,Loyal Customers
17848.0,81.3,30,3638.15,3650.9,12.75,0.0035,2009-12,3,5,4,354,Loyal Customers
13632.0,24.5,8,3634.7,3648.15,13.45,0.0037,2010-04,4,5,4,454,Champions
16748.0,17.6,14,3632.29,3637.33,5.04,0.0014,2009-12,5,5,4,554,Champions
14770.0,232.4,8,3624.89,3637.64,12.75,0.0035,2010-02,3,5,4,354,Loyal Customers
12468.0,187.5,5,3624.55,3670.74,46.19,0.0126,2010-01,3,4,4,344,Loyal Customers
15351.0,12.5,10,3615.18,3738.29,123.11,0.0329,2010-10,5,5,4,554,Champions
14593.0,21.5,12,3615.17,3712.01,96.84,0.0261,2009-12,5,5,4,554,Champions
14653.0,1.4,12,3614.54,3614.54,0,0,2009-12,5,5,4,554,Champions
13446.0,430.2,11,3608.86,3881.89,273.03,0.0703,2010-02,2,5,4,254,At-Risk
16053.0,32.5,6,3606.14,3634.84,28.7,0.0079,2010-04,4,4,4,444,Champions
18242.0,72.4,8,3605.21,3605.21,0,0,2010-01,4,5,4,454,Champions
15834.0,70.4,7,3600.29,3772.99,172.7,0.0458,2010-10,4,4,4,444,Champions
16094.0,11.5,11,3599.16,3695.56,96.4,0.0261,2010-04,5,5,4,554,Champions
16503.0,106.5,11,3597.89,3614.34,16.45,0.0046,2010-06,3,5,4,354,Loyal Customers
14970.0,68.4,12,3593.4,4919.35,1325.95,0.2695,2010-02,4,5,4,454,Champions
15480.0,116.4,5,3592.25,6279,2686.75,0.4279,2010-02,3,4,4,344,Loyal Customers
15569.0,103.6,10,3586.35,3586.35,0,0,2010-02,3,5,4,354,Loyal Customers
17655.0,10.5,9,3585.28,3652.48,67.2,0.0184,2010-10,5,5,4,554,Champions
16444.0,46.4,17,3582.38,3656.58,74.2,0.0203,2010-03,4,5,4,454,Champions
0.2547,2455767.7,1,3580.2,3580.2,0,0,-4712-04,1,1,4,114,Lost
14132.0,2.4,11,3580.13,3586.03,5.9,0.0016,2011-06,5,5,4,554,Champions
14857.0,59.6,7,3578.93,3651.85,72.92,0.02,2010-03,4,4,4,444,Champions
17063.0,21.3,13,3576.88,3638.53,61.65,0.0169,2009-12,5,5,4,554,Champions
15365.0,25.6,13,3573.26,4557.13,983.87,0.2159,2010-02,4,5,4,454,Champions
13750.0,53.5,11,3563.6,3602.18,38.58,0.0107,2010-04,4,5,4,454,Champions
14737.0,3.6,4,3554.17,3554.17,0,0,2010-11,5,3,4,534,Loyal Customers
14503.0,3.4,6,3543.26,3543.26,0,0,2011-06,5,4,4,544,Champions
15791.0,43.6,5,3541.79,3608.34,66.55,0.0184,2010-03,4,4,4,444,Champions
17528.0,1.4,8,3540.1,3628.5,88.4,0.0244,2011-09,5,5,4,554,Champions
15953.0,15.4,18,3524.7,3669.55,144.85,0.0395,2009-12,5,5,4,554,Champions
16336.0,420.5,4,3517.69,3517.69,0,0,2010-03,2,3,4,234,At-Risk
12963.0,8.5,12,3512.79,3601.59,88.8,0.0247,2010-07,5,5,4,554,Champions
18219.0,2.5,17,3507.39,3562.89,55.5,0.0156,2009-12,5,5,4,554,Champions
17768.0,8.4,7,3504.56,3509.51,4.95,0.0014,2009-12,5,4,4,544,Champions
18044.0,4.4,18,3502.66,3505.61,2.95,0.0008,2010-05,5,5,4,554,Champions
12645.0,33.5,8,3499.1,3539.3,40.2,0.0114,2010-02,4,5,4,454,Champions
15505.0,52.7,5,3497.14,3610.96,113.82,0.0315,2011-07,4,4,4,444,Champions
17311.0,78.4,6,3490.66,3566.56,75.9,0.0213,2010-02,4,4,4,444,Champions
16347.0,11.4,11,3482.01,3509.41,27.4,0.0078,2010-03,5,5,4,554,Champions
15306.0,64.5,9,3480.98,3484.73,3.75,0.0011,2010-02,4,5,4,454,Champions
17913.0,58.6,14,3479.64,3479.64,0,0,2009-12,4,5,4,454,Champions
0.25,2455769.5,1,3468,3468,0,0,-4712-04,1,1,4,114,Lost
15712.0,9.4,12,3467.46,3472.41,4.95,0.0014,2009-12,5,5,4,554,Champions
15356.0,31.5,13,3464.95,3464.95,0,0,2010-10,4,5,4,454,Champions
14640.0,24.5,10,3464.03,3667.06,203.03,0.0554,2010-01,4,5,4,454,Champions
16325.0,46.6,12,3463.84,3597.5,133.66,0.0372,2009-12,4,5,4,454,Champions
16395.0,60.5,14,3458.95,3537.85,78.9,0.0223,2009-12,4,5,4,454,Champions
16271.0,2.5,10,3457.07,3463.02,5.95,0.0017,2010-03,5,5,4,554,Champions
14409.0,71.2,9,3453.69,3756.09,302.4,0.0805,2010-05,4,5,4,454,Champions
12631.0,57.4,6,3452.27,3481.57,29.3,0.0084,2010-01,4,4,4,444,Champions
13734.0,508.5,4,3451.29,6701.64,3250.35,0.485,2010-04,2,3,4,234,At-Risk
13536.0,1.3,7,3448.29,3448.29,0,0,2011-09,5,4,4,544,Champions
14837.0,89.5,9,3445.82,3460.32,14.5,0.0042,2010-01,3,5,4,354,Loyal Customers
17924.0,11.6,8,3445.28,3536.7,91.42,0.0258,2010-10,5,5,4,554,Champions
13849.0,51.5,5,3443.8,3469.3,25.5,0.0074,2010-03,4,4,4,444,Champions
16208.0,44.5,10,3440.45,3440.45,0,0,2010-02,4,5,4,454,Champions
15113.0,9.7,3,3439.41,3609.33,169.92,0.0471,2011-10,5,3,4,534,Loyal Customers
15827.0,73.4,28,3430.96,3794.07,363.11,0.0957,2010-01,4,5,4,454,Champions
15974.0,39.4,7,3429.55,3442.15,12.6,0.0037,2011-02,4,4,4,444,Champions
15059.0,40.5,19,3427.62,3523.57,95.95,0.0272,2009-12,4,5,4,454,Champions
14882.0,26.5,14,3426.55,3628.15,201.6,0.0556,2010-03,4,5,4,454,Champions
12377.0,315.3,4,3426.32,3426.32,0,0,2010-04,2,3,4,234,At-Risk
17597.0,213.5,5,3425.29,3484.09,58.8,0.0169,2010-05,3,4,4,344,Loyal Customers
17876.0,399.5,3,3424.02,3424.02,0,0,2010-02,2,3,4,234,At-Risk
13313.0,22.3,12,3423.27,3445.32,22.05,0.0064,2009-12,5,5,4,554,Champions
15380.0,8.5,11,3422.2,3479.06,56.86,0.0163,2009-12,5,5,4,554,Champions
13031.0,407.4,5,3419.27,3419.27,0,0,2010-06,2,4,4,244,At-Risk
12609.0,78.3,9,3417.86,3435.86,18,0.0052,2009-12,4,5,4,454,Champions
16281.0,72.4,3,3416.52,3424.02,7.5,0.0022,2010-01,4,3,4,434,Loyal Customers
15222.0,318.7,11,3415.66,3550.91,135.25,0.0381,2009-12,2,5,4,254,At-Risk
16360.0,4.5,6,3411.69,3512.53,100.84,0.0287,2011-09,5,4,4,544,Champions
14673.0,3.4,7,3410.81,3410.81,0,0,2010-10,5,4,4,544,Champions
13437.0,14.4,7,3408.06,3408.06,0,0,2011-06,5,4,4,544,Champions
14215.0,11.5,9,3404.53,3416.33,11.8,0.0035,2009-12,5,5,4,554,Champions
15114.0,30.4,12,3400.12,3400.12,0,0,2010-10,4,5,4,454,Champions
17723.0,127.2,7,3378.4,3378.4,0,0,2010-11,3,4,4,344,Loyal Customers
15058.0,25.4,16,3377.18,3410.03,32.85,0.0096,2010-02,4,5,4,454,Champions
12838.0,33.5,10,3376.03,3398.48,22.45,0.0066,2010-04,4,5,4,454,Champions
13425.0,108.3,5,3375.93,3403.63,27.7,0.0081,2010-05,3,4,4,344,Loyal Customers
13135.0,196.5,2,3371.45,3371.45,0,0,2010-08,3,2,4,324,Potential Loyalists
17725.0,16.3,11,3371.13,3439.08,67.95,0.0198,2011-03,5,5,4,554,Champions
13707.0,267.2,5,3365.86,3365.86,0,0,2010-06,3,4,4,344,Loyal Customers
13285.0,23.4,6,3364.59,3364.59,0,0,2010-03,5,4,4,544,Champions
13823.0,18.6,7,3358.55,3403.45,44.9,0.0132,2009-12,5,4,4,544,Champions
14898.0,23.4,14,3356.86,3507.81,150.95,0.043,2009-12,5,5,4,554,Champions
12619.0,16.4,10,3354.95,3781.38,426.43,0.1128,2010-05,5,5,4,554,Champions
13577.0,25.4,11,3346.62,3489.28,142.66,0.0409,2009-12,4,5,4,454,Champions
15265.0,151.4,4,3345.64,3345.64,0,0,2009-12,3,3,4,334,Loyal Customers
17422.0,16.4,11,3341.65,3594.76,253.11,0.0704,2010-06,5,5,4,554,Champions
14776.0,51.4,15,3339.02,3708.3,369.28,0.0996,2010-09,4,5,4,454,Champions
13848.0,92.5,8,3335,3335,0,0,2009-12,3,5,4,354,Loyal Customers
14344.0,127.4,20,3333.7,3333.7,0,0,2010-03,3,5,4,354,Loyal Customers
13979.0,73.4,7,3326.83,3416.23,89.4,0.0262,2009-12,4,4,4,444,Champions
15676.0,18.5,3,3324.09,3435.76,111.67,0.0325,2011-03,5,3,4,534,Loyal Customers
13291.0,155.6,11,3320.84,3320.84,0,0,2010-02,3,5,4,354,Loyal Customers
14161.0,215.5,7,3318.88,3318.88,0,0,2009-12,3,4,4,344,Loyal Customers
13929.0,169.4,11,3318.1,3494.1,176,0.0504,2010-01,3,5,4,354,Loyal Customers
16818.0,10.6,11,3317.97,3349.57,31.6,0.0094,2011-05,5,5,4,554,Champions
17931.0,134.2,14,3305.96,3437.29,131.33,0.0382,2010-02,3,5,4,354,Loyal Customers
15065.0,37.6,5,3304.71,3326.86,22.15,0.0067,2010-10,4,4,4,444,Champions
12865.0,26.4,4,3303.31,3323.47,20.16,0.0061,2010-08,4,3,4,434,Loyal Customers
16365.0,17.5,15,3296.8,3307.2,10.4,0.0031,2009-12,5,5,4,554,Champions
14506.0,17.5,7,3290.67,3290.67,0,0,2010-04,5,4,4,544,Champions
12424.0,162.5,4,3289.78,3340.03,50.25,0.015,2010-06,3,3,4,334,Loyal Customers
13431.0,67.4,8,3289.24,3316.24,27,0.0081,2010-02,4,5,4,454,Champions
17183.0,7.6,6,3286.91,3347.31,60.4,0.018,2011-08,5,4,4,544,Champions
13611.0,89.4,10,3281.03,3319.53,38.5,0.0116,2009-12,3,5,4,354,Loyal Customers
13131.0,23.4,7,3279.77,3313.77,34,0.0103,2010-02,5,4,4,544,Champions
16351.0,332.6,13,3279.13,3330.03,50.9,0.0153,2009-12,2,5,4,254,At-Risk
13246.0,18.3,11,3277.68,3387.43,109.75,0.0324,2010-07,5,5,4,554,Champions
15916.0,16.4,13,3277.67,3427.17,149.5,0.0436,2009-12,5,5,4,554,Champions
14608.0,4.3,11,3273.44,3352.94,79.5,0.0237,2009-12,5,5,4,554,Champions
13824.0,32.5,12,3273.36,3314.76,41.4,0.0125,2010-03,4,5,4,454,Champions
15978.0,77.4,3,3272.62,3279.42,6.8,0.0021,2010-03,4,3,4,434,Loyal Customers
14451.0,60.4,12,3265.59,3308.77,43.18,0.0131,2010-01,4,5,4,454,Champions
13214.0,417.6,7,3264.23,3264.23,0,0,2010-03,2,4,4,244,At-Risk
18188.0,15.3,6,3263.19,3280.59,17.4,0.0053,2010-03,5,4,4,544,Champions
14669.0,241.5,7,3243.93,3243.93,0,0,2009-12,3,4,4,344,Loyal Customers
0.1085,2455722.1,1,3243.7,3243.7,0,0,-4712-05,1,1,4,114,Lost
16612.0,32.7,9,3243.48,3245.43,1.95,0.0006,2009-12,4,5,4,454,Champions
15140.0,52.4,8,3239.44,3243.69,4.25,0.0013,2010-09,4,5,4,454,Champions
17307.0,395.4,11,3225.67,3999.89,774.22,0.1936,2010-01,2,5,4,254,At-Risk
